"Name","Straße","PLZ","Ort","Bundesland","Type","Jahr","Titel","Ortsteil","id"
"Gotthard-Kühl-Schule","","","Lübeck","Schleswig Holstein","Programm","","Be smart - don't Start","","59"
"Margaretha-Rothe-Gymnasium","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Städt. Realschule im Kleefeld","","","Bergisch Gladbach","Nordrhein Westphalen","Programm","","Be smart - don't Start","","45"
"Offene Schule Waldau","","","Kassel","Hessen","Programm","","Be smart - don't Start","","4"
"Hermann-Hesse-Schule","","","Aalen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Astrid-Lindgren-Schule","","","Völklingen-Geislautern","Saarland","Programm","","Be smart - don't Start","","0"
"ReBBZ Wandsbek-Süd","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Hermann-Hesse-Schule","","","Obertshausen","Hessen","Programm","","Be smart - don't Start","","0"
"Theodissa Realschule plus","","","Diez","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Oberschule Wiederitzsch","","","Leipzig","Sachsen","Programm","","Be smart - don't Start","","304"
"Walterichschule","","","Murrhardt","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Burgschule","","","Köngen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Lessing-Gymnasium","","","Plauen","Sachsen","Programm","","Be smart - don't Start","","60"
"Gymnasium Rheinkamp","","","Moers","Nordrhein Westphalen","Programm","","Be smart - don't Start","","31"
"Mittelschule Saal a.d.Donau","","","Saal a.d.Donau","Bayern","Programm","","Be smart - don't Start","","0"
"Robert-Koch-Schule","","","Frankfurt a. M.","Hessen","Programm","","Be smart - don't Start","","0"
"Immanuel-Kant-Gymnasium","","","Bad Oeynhausen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","17"
"St.-Franziskus-Realschule","","","Olpe","Nordrhein Westphalen","Programm","","Be smart - don't Start","","21"
"Carolinengesamtschule","","","Bochum","Nordrhein Westphalen","Programm","","Be smart - don't Start","","99"
"Rosenstein-Gymnasium","","","Heubach","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Westerwaldschule","","","Mengerskirchen","Hessen","Programm","","Be smart - don't Start","","0"
"Integrierte Gesamtschule Morbach","","","Morbach","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Dinter-Oberschule","","","Borna","Sachsen","Programm","","Be smart - don't Start","","10"
"Mittelschule Dittenheim","","","Markt Berolzheim","Bayern","Programm","","Be smart - don't Start","","1"
"Wilhelm-Remy-Gymnasium","","","Bendorf","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Ohetalschule Verna","","","Frielendorf","Hessen","Programm","","Be smart - don't Start","","0"
"Albrecht-Dürer-Schule","","","Wiesbaden","Hessen","Programm","","Be smart - don't Start","","3"
"Städt. Pina-Bausch-Gesamtschule","","","Wuppertal","Nordrhein Westphalen","Programm","","Be smart - don't Start","","110"
"Johann-Wolfgang-von-Goethe-Gymnasium","","","Chemnitz","Sachsen","Programm","","Be smart - don't Start","","186"
"Johann-Michael-Sailer-Gymnasium","","","Dillingen","Bayern","Programm","","Be smart - don't Start","","8"
"Stadtteilschule Eppendorf","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Johann-Rieder-Realschule","","","Rosenheim","Bayern","Programm","","Be smart - don't Start","","25"
"Gymnasium Heidberg","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Helmholtz-Gymnasium","","","Zweibrücken","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Emil-Fischer-Gymnasium","","","Schwarzheide","Brandenburg","Programm","","Be smart - don't Start","","4"
"Friedrich-Albert-Lange-Schule","","","Solingen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","45"
"Städtisches Gymnasium","","","Kreuztal","Nordrhein Westphalen","Programm","","Be smart - don't Start","","12"
"Freiherr-vom-Stein-Realschule","","","Bergkamen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","14"
"Gymnasium Meiendorf","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Helen-Keller-Schule","","","Dinkelscherben","Bayern","Programm","","Be smart - don't Start","","3"
"ecolea Internationale Schule","","","Güstrow","Mecklenburg-Vorpommern","Programm","","Be smart - don't Start","","10"
"Georg-Cantor-Gymnasium","","","Halle (Saale)","Sachsen Anhalt","Programm","","Be smart - don't Start","","78"
"Städt. Realschule I","","","Eschweiler","Nordrhein Westphalen","Programm","","Be smart - don't Start","","19"
"Marienschule","","","Hildesheim","Niedersachsen","Programm","","Be smart - don't Start","","55"
"Stadtteilschule Horn","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Christine-Brückner-Schule","","","Bad Emstal","Hessen","Programm","","Be smart - don't Start","Borgfelde","0"
"Ludwig-Witthöft-Oberschule","","","Wildau","Brandenburg","Programm","","Be smart - don't Start","Barmbek-Nord","4"
"Hönnequellschule","","","Neuenrade","Nordrhein Westphalen","Programm","","Be smart - don't Start","Bramfeld","3"
"Erich Kästner-Gesamtschule","","","Kirchlengern","Nordrhein Westphalen","Programm","","Be smart - don't Start","Groß Borstel","3"
"Goethe-Gymnasium","","","Ludwigsburg","Baden-Württemberg","Programm","","Be smart - don't Start","Rissen","0"
"Ganztagsgymnasium","","","Osterburken","Baden-Württemberg","Programm","","Be smart - don't Start","Altona","0"
"Gymnasium Philippinum","","","Weilburg","Hessen","Programm","","Be smart - don't Start","Volksdorf","0"
"Gymnasium am Stoppenberg","","","Essen","Nordrhein Westphalen","Programm","","Be smart - don't Start","Wilhelmsburg","186"
"Gesamtschule","","","Neunkirchen-Seelscheid","Nordrhein Westphalen","Programm","","Be smart - don't Start","Schnelsen","8"
"Carl-Friedrich-Gauß-Gymnasium","","","Gelsenkirchen","Nordrhein Westphalen","Programm","","Be smart - don't Start","Poppenbüttel","83"
"Städt. Gesamtschule Hattingen","","","Hattingen","Nordrhein Westphalen","Programm","","Be smart - don't Start","Wandsbek","16"
"Mittelschule Neptunweg","","","Nürnberg","Bayern","Programm","","Be smart - don't Start","Othmarschen","138"
"Gymnasium Süderelbe","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","Bramfeld","422"
"Städtische Realschule Kalkar","","","Kalkar","Nordrhein Westphalen","Programm","","Be smart - don't Start","Eimsbüttel","5"
"Philipp-Reis-Schule","","","Friedrichsdorf","Hessen","Programm","","Be smart - don't Start","Harvestehude","0"
"LWL-Förderschule Sehen","","","Olpe","Nordrhein Westphalen","Programm","","Be smart - don't Start","Altona-Altstadt","21"
"Helene-Pagés-Schule","","","Boppard","Rheinland Pfalz","Programm","","Be smart - don't Start","Marienthal","0"
"Salierschule","","","Schifferstadt","Rheinland Pfalz","Programm","","Be smart - don't Start","Wohldorf-Ohlstedt","0"
"Erich-Kästner-Schule","","","Bürstadt","Hessen","Programm","","Be smart - don't Start","Eppendorf","0"
"Städt. Engelbert-von-Berg-Gymnasium","","","Wipperfürth","Nordrhein Westphalen","Programm","","Be smart - don't Start","Langenhorn","12"
"Realschule Kißlegg","","","Kißlegg","Baden-Württemberg","Programm","","Be smart - don't Start","Marmstorf","0"
"Gemeinschaftsschule","","","Ilsfeld","Baden-Württemberg","Programm","","Be smart - don't Start","Wilhelmsburg","0"
"Städt. Gem. Hauptschule Hackenberg","","","Remscheid","Nordrhein Westphalen","Programm","","Be smart - don't Start","Poppenbüttel","40"
"Mittelschule Marktbreit","","","Marktbreit","Bayern","Programm","","Be smart - don't Start","Lurup","5"
"Freie Waldorfschule Stade","","","Stade","Niedersachsen","Programm","","Be smart - don't Start","Blankenese","31"
"Klettgau-Gymnasium","","","Waldshut-Tiengen","Baden-Württemberg","Programm","","Be smart - don't Start","Lohbrügge","0"
"Geestlandschule","","","Kropp","Schleswig Holstein","Programm","","Be smart - don't Start","Billstedt","2"
"Sekundarschule ""A. Holst""","","","Mücheln (Geiseltal)","Sachsen Anhalt","Programm","","Be smart - don't Start","Harburg","5"
"Lessing-Gymnasium","","","Mannheim","Baden-Württemberg","Programm","","Be smart - don't Start","Billstedt","1"
"SIS Swiss International School","","","Friedrichshafen","Baden-Württemberg","Programm","","Be smart - don't Start","Hummelsbüttel","0"
"Albert-Schweitzer-Schule","","","Münster","Nordrhein Westphalen","Programm","","Be smart - don't Start","Altona-Nord","122"
"St. Georg-Mittelschule","","","Bad Aibling","Bayern","Programm","","Be smart - don't Start","Neugraben-Fischbek","6"
"Liudger-Realschule","","","Emsbüren","Niedersachsen","Programm","","Be smart - don't Start","Bergedorf","5"
"Gymnasium Taunusstein","","","Taunusstein","Hessen","Programm","","Be smart - don't Start","Barmbek-Nord","0"
"BeekeSchule","","","Scheeßel","Niedersachsen","Programm","","Be smart - don't Start","Marienthal","6"
"Evangelisches Gymnasium","","","Doberlug-Kirchhain","Brandenburg","Programm","","Be smart - don't Start","Hoheluft-Ost","4"
"Städtisches Gymnasium","","","Riesa","Sachsen","Programm","","Be smart - don't Start","Langenhorn","24"
"Stadtteilschule Meiendorf","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","Rahlstedt","422"
"Parler-Gymnasium","","","Schwäbisch Gmünd","Baden-Württemberg","Programm","","Be smart - don't Start","Horn","0"
"Peter-August-Böckstiegel-Gesamtschule","","","Werther (Westf.)","Nordrhein Westphalen","Programm","","Be smart - don't Start","Neugraben-Fischbek","2"
"Städt. Gymnasium am Wirteltor","","","Düren","Nordrhein Westphalen","Programm","","Be smart - don't Start","Rahlstedt","39"
"Willibald-Gymnasium","","","Eichstätt","Bayern","Programm","","Be smart - don't Start","Volksdorf","10"
"Gymnasium am Wall","","","Verden","Niedersachsen","Programm","","Be smart - don't Start","Eidelstedt","19"
"Berthold-Otto-Schule","","","Berlin","Berlin","Programm","","Be smart - don't Start","Rahlstedt","1305"
"Mittelschule Gemünden a.Main","","","Gemünden a.Main","Bayern","Programm","","Be smart - don't Start","Hamm","0"
"Gymnasium Am Turmhof","","","Mechernich","Nordrhein Westphalen","Programm","","Be smart - don't Start","Niendorf","8"
"Heinrich-Kielhorn-Schule","","","Braunschweig","Niedersachsen","Programm","","Be smart - don't Start","Bergedorf","102"
"Städtische Gesamtschule","","","Heinsberg","Nordrhein Westphalen","Programm","","Be smart - don't Start","Eidelstedt","15"
"Gymnasium Schloß Hagerhof","","","Bad Honnef","Nordrhein Westphalen","Programm","","Be smart - don't Start","Wilhelmsburg","11"
"Realschule Überlingen","","","Überlingen","Baden-Württemberg","Programm","","Be smart - don't Start","Eißendorf","0"
"Humboldt-Gymnasium","","","Trier","Rheinland Pfalz","Programm","","Be smart - don't Start","Barmbek-Nord","3"
"Max-Rill-Schule","","","Reichersbeuern","Bayern","Programm","","Be smart - don't Start","Eimsbüttel","2"
"Johann-Andreas-Schmeller-Mittelschule","","","Tirschenreuth","Bayern","Programm","","Be smart - don't Start","Altona","4"
"Hermann-Runge-Gesamtschule","","","Moers","Nordrhein Westphalen","Programm","","Be smart - don't Start","Niendorf","31"
"Realschule Bad Waldsee","","","Bad Waldsee","Baden-Württemberg","Programm","","Be smart - don't Start","Othmarschen","0"
"Wilhelm-Raabe-Schule","","","Bremen","Bremen","Programm","","Be smart - don't Start","Lohbrügge","175"
"Albert-Einstein-Gesamtschule","","","Werdohl","Nordrhein Westphalen","Programm","","Be smart - don't Start","Groß Flottbek","5"
"Bischof-Neumann-Schule","","","Königstein","Hessen","Programm","","Be smart - don't Start","Bergstedt","6"
"Gymnasium Dörpen","","","Dörpen","Niedersachsen","Programm","","Be smart - don't Start","Rahlstedt","3"
"Abraham-Frank-Sekundarschule","","","Velen","Nordrhein Westphalen","Programm","","Be smart - don't Start","Barmbek-Süd","5"
"Edith-Stein-Schule","","","Darmstadt","Hessen","Programm","","Be smart - don't Start","Harburg","0"
"Stadtteilschule Arheilgen","","","Darmstadt","Hessen","Programm","","Be smart - don't Start","Langenhorn","0"
"Stadtteilschule Walddörfer","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","Kirchwerder","422"
"Wiedau-Schule","","","Bothel","Niedersachsen","Programm","","Be smart - don't Start","Steilshoop","2"
"Mittelschule Ortenburg","","","Ortenburg","Bayern","Programm","","Be smart - don't Start","Niendorf","4"
"Regina-Stein-Schule","","","Nürnberg","Bayern","Programm","","Be smart - don't Start","Harburg","138"
"Privatgymnasium Dialog","","","Köln","Nordrhein Westphalen","Programm","","Be smart - don't Start","Volksdorf","324"
"St.-Wolfgang-Mittelschule","","","Regensburg","Bayern","Programm","","Be smart - don't Start","Wandsbek","63"
"Lessinggymnasium","","","Braunschweig","Niedersachsen","Programm","","Be smart - don't Start","Altona-Nord","102"
"Senefelder-Gesamtschule","","","Treuchtlingen","Bayern","Programm","","Be smart - don't Start","Dulsberg","5"
"Inselschule Fehmarn","","","Fehmarn, OT Burg","Schleswig Holstein","Programm","","Be smart - don't Start","Osdorf","0"
"Grund- und Oberschule Massen","","","Massen-Niederlausitz","Brandenburg","Programm","","Be smart - don't Start","Billstedt","1"
"Gymnasium Dörpsweg","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","Jenfeld","422"
"Helene-Lange-Gymnasium","","","Dortmund","Nordrhein Westphalen","Programm","","Be smart - don't Start","Neugraben-Fischbek","179"
"Goethe-Gymnasium","","","Sebnitz","Sachsen","Programm","","Be smart - don't Start","Wellingsbüttel","6"
"Elsa-Brändström-Schule","","","Rheine","Nordrhein Westphalen","Programm","","Be smart - don't Start","Hamburg","34"
"Gymnasium Grimmen","","","Grimmen","Mecklenburg-Vorpommern","Programm","","Be smart - don't Start","Farmsen-Berne","6"
"Alexander-von-Humboldt-Schule","","","Remscheid","Nordrhein Westphalen","Programm","","Be smart - don't Start","Rahlstedt","40"
"Max-Planck-Gymnasium","","","Böblingen","Baden-Württemberg","Programm","","Be smart - don't Start","Farmsen-Berne","0"
"Oberschule Dörpen","","","Dörpen","Niedersachsen","Programm","","Be smart - don't Start","Neugraben-Fischbek","3"
"König-Karlmann-Gymnasium","","","Altötting","Bayern","Programm","","Be smart - don't Start","Bergedorf","10"
"Goethe-Gemeinschaftsschule","","","Kiel","Schleswig Holstein","Programm","","Be smart - don't Start","Jenfeld","68"
"Gymnasium ""Prof. Dr. Max Schneider""","","","Lichtenstein/Sa.","Sachsen","Programm","","Be smart - don't Start","Harvestehude","9"
"Tännicht-Oberschule","","","Meerane","Sachsen","Programm","","Be smart - don't Start","Barmbek-Süd","8"
"Sachsenring-Oberschule","","","Hohenstein-Ernstthal","Sachsen","Programm","","Be smart - don't Start","Barmbek-Süd","8"
"Hans-Geiger Gymnasium","","","Kiel","Schleswig Holstein","Programm","","Be smart - don't Start","Bramfeld","68"
"Joseph-König-Gymnasium","","","Haltern am See","Nordrhein Westphalen","Programm","","Be smart - don't Start","Rissen","11"
"Private Gymnasien Schloss Buldern","","","Dülmen","Nordrhein Westphalen","Programm","","Be smart - don't Start","Bergedorf","15"
"Stadtgymnasium Dortmund","","","Dortmund","Nordrhein Westphalen","Programm","","Be smart - don't Start","Tonndorf","179"
"Städt. Realschule","","","Schleiden","Nordrhein Westphalen","Programm","","Be smart - don't Start","Lurup","6"
"Städt. Gymnasium","","","Eschweiler","Nordrhein Westphalen","Programm","","Be smart - don't Start","Lurup","19"
"Dr.-Johanna-Decker-Realschule","","","Amberg","Bayern","Programm","","Be smart - don't Start","Blankenese","22"
"Kurt-Tucholsky-Schule","","","Krefeld","Nordrhein Westphalen","Programm","","Be smart - don't Start","Winterhude","71"
"PRIMUS-Schule","","","Minden","Nordrhein Westphalen","Programm","","Be smart - don't Start","Bahrenfeld","34"
"Jean-Clermont-Schule Sachsenhausen","","","Oranienburg","Brandenburg","Programm","","Be smart - don't Start","Alsterdorf","22"
"Heinrich-Heine-Schule","","","Gadebusch","Mecklenburg-Vorpommern","Programm","","Be smart - don't Start","Neustadt","4"
"Heinrich-Heine-Gymnasium","","","Kaiserslautern","Rheinland Pfalz","Programm","","Be smart - don't Start","Fuhlsbüttel","0"
"Christliches Gymnasium Johanneum","","","Hoyerswerda","Sachsen","Programm","","Be smart - don't Start","Wilhelmsburg","30"
